letter,ID,amplitude,amplitude_se,time,num_events,frequency,cell,sex,X,Y,age,animal,synapses,treatment,category,R_a,notes,days_alone,animal_or_slicing_problems
RMR2,Concatenate-RMR2,19.02,2.49,12.25,30,6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,25.02,5.58,12.33,18,3.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,22,4.47,12.42,19,3.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,26.29,3.78,12.5,26,5.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,25.37,3.35,12.58,28,5.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.43,1.36,12.67,30,6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.89,2.69,12.75,29,5.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.46,1.04,12.83,37,7.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.45,3.02,12.92,26,5.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.62,2.68,13,24,4.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,23.5,3.81,13.08,26,5.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,23.51,3.25,13.17,27,5.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,22.87,3.47,13.25,30,6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,23.3,2.63,13.33,28,5.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.41,3.16,13.42,27,5.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.29,2.04,13.5,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.02,1.6,13.58,30,6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.36,1.57,13.67,24,4.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.09,3.72,13.75,24,4.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19,1.1,13.83,32,6.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.51,1.47,13.92,32,6.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.17,3.86,14,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,24.12,2.83,14.08,33,6.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.33,1.54,14.17,30,6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.82,3.94,14.25,24,4.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.77,1.27,14.33,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,22.96,3.9,14.42,21,4.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.73,1.7,14.5,27,5.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.88,2.79,14.58,26,5.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,22.19,4.25,14.67,20,4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.34,1.33,14.75,22,4.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.48,1.17,14.83,36,7.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.43,3.18,14.92,30,6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.06,1.43,15,22,4.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.97,1.25,15.08,20,4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.98,2.37,15.17,19,3.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,15.99,0.79,15.25,26,5.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.03,1.24,15.33,22,4.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.38,1.22,15.42,17,3.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.24,2.15,15.5,21,4.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,16.12,1,15.58,24,4.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,16.46,0.77,15.67,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.09,1.17,15.75,33,6.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.84,1.73,15.83,22,4.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.8,2.92,15.92,28,5.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.38,2.93,16,28,5.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.97,3.94,16.08,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.53,2.02,16.17,22,4.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.08,1.15,16.25,24,4.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,22.61,2.97,16.33,24,4.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,22.72,3.6,16.42,26,5.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.71,2.05,16.5,17,3.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.11,2.01,16.58,20,4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.31,1.76,16.67,22,4.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,15.72,0.65,16.75,28,5.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,23.11,2.78,16.83,22,4.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.09,1.98,16.92,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,22.13,3.67,17,20,4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,24.07,3.72,17.08,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.57,2.19,17.17,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.54,1.03,17.25,27,5.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.28,1.93,17.33,18,3.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.23,1.7,17.42,22,4.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.06,2.92,17.5,28,5.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20,1.57,17.58,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.11,1.62,17.67,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.65,1.68,17.75,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.48,1.48,17.83,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.31,1.63,17.92,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.43,2.57,18,29,5.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.82,1.54,18.08,34,6.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.67,1.33,18.17,21,4.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.27,1.78,18.25,24,4.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.89,2.85,18.33,27,5.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.57,2.19,18.42,24,4.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,15.52,0.73,18.5,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.44,2.62,18.58,28,5.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,23.99,4.8,18.67,20,4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.37,2.8,18.75,21,4.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.28,1.14,18.83,26,5.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,15.87,0.73,18.92,22,4.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.03,1.31,19,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.91,1.88,19.08,29,5.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.36,0.86,19.17,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.79,1.4,19.25,26,5.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.11,1.23,19.33,27,5.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.04,1.6,19.42,27,5.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,15.11,0.62,19.5,28,5.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.17,1.09,19.58,26,5.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.31,1.36,19.67,27,5.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.83,2.17,19.75,20,4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.86,1.23,19.83,27,5.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.06,1.03,19.92,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.54,4.42,20,21,4.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,16.28,0.92,20.08,18,3.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.46,1.29,20.17,29,5.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,16.43,0.97,20.25,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.6,1.44,20.33,19,3.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.43,3.28,20.42,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,15.49,0.8,20.5,21,4.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.68,2.8,20.58,16,3.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.51,1.44,20.67,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.14,1.29,20.75,21,4.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.42,1.39,20.83,22,4.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,22.24,2,20.92,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.67,2.67,21,20,4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,24.21,3.84,21.08,21,4.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.89,1.32,21.17,22,4.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.46,1.99,21.25,26,5.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.11,1.34,21.33,18,3.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.62,1.16,21.42,28,5.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.83,1.4,21.5,31,6.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.89,3.32,21.58,22,4.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.25,2.38,21.67,22,4.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,16.74,1.2,21.75,19,3.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.39,1.47,21.83,26,5.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.76,0.93,21.92,32,6.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.07,1.45,22,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.23,2.77,22.08,27,5.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.71,1.06,22.17,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.09,1.13,22.25,30,6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.24,1.21,22.33,26,5.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.36,1.53,22.42,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,22.53,3,22.5,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.83,1.16,22.58,28,5.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.61,1.75,22.67,22,4.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.62,1,22.75,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.76,2.55,22.83,27,5.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.59,2.39,22.92,29,5.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.16,2.42,23,30,6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.51,1.28,23.08,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.13,1.13,23.17,20,4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.37,0.95,23.25,28,5.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.4,3.04,23.33,24,4.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.47,1.02,23.42,24,4.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.09,1.47,23.5,24,4.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.66,2.21,23.58,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.75,2.62,23.67,14,2.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.73,1.65,23.75,26,5.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,16.7,0.96,23.83,31,6.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.85,1.22,23.92,26,5.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,16.85,1.44,24,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.87,1.72,24.08,18,3.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.25,1.8,24.17,28,5.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.01,1.05,24.25,22,4.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.79,1.73,24.33,21,4.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.86,1.66,24.42,20,4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.64,2.82,24.5,24,4.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,22.22,1.78,24.58,20,4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.53,1.47,24.67,20,4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.23,2.1,24.75,20,4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,16.86,0.97,24.83,24,4.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.14,1.18,24.92,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,16.67,0.74,25,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.87,2.85,25.08,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.9,1.32,25.17,29,5.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.26,1.59,25.25,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.75,1.21,25.33,24,4.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,21.15,2.36,25.42,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.51,1.66,25.5,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.97,1.56,25.58,27,5.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.92,1.61,25.67,24,4.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.43,1.42,25.75,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.09,1.32,25.83,25,5,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.23,3.09,25.92,21,4.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,18.14,1.42,26,29,5.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.67,1.21,26.08,23,4.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.27,1.99,26.17,21,4.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.05,2.19,26.25,20,4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.64,1.18,26.33,28,5.6,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,17.02,1.04,26.42,27,5.4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.44,2.28,26.5,20,4,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,20.85,1.98,26.58,19,3.8,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,19.47,2.24,26.67,21,4.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
RMR2,Concatenate-RMR2,22.32,3.38,26.75,21,4.2,2.2.5,Female,69.31,315.97,39,NA,Glutamate,Control,3,less than 1 the whole time,,,
